,id,subsector,nivel,eje,n°,desccorta,desclarga
731,732,Ciencias Naturales,12,"Fuerza y Movimiento
",8,"Descripción de la corriente como un flujo de cargas eléctricas, distinguiendo entre corriente continua y alterna.","Descripción de la corriente como un flujo de cargas eléctricas, distinguiendo entre corriente continua y alterna."
732,733,Ciencias Naturales,12,"Fuerza y Movimiento
",9,"Descripción de los componentes y funciones de la instalación eléctrica domiciliaria (conexión a tierra, fusibles, interruptores, enchufes, etc.) y distinción, en casos simples y de interés práctico, entre circuitos en serie y en paralelo.","Descripción de los componentes y funciones de la instalación eléctrica domiciliaria (conexión a tierra, fusibles, interruptores, enchufes, etc.) y distinción, en casos simples y de interés práctico, entre circuitos en serie y en paralelo."
733,734,Ciencias Naturales,12,"Fuerza y Movimiento
",10, Identificación de la relación cualitativa entre corriente eléctrica y magnetismo., Identificación de la relación cualitativa entre corriente eléctrica y magnetismo.
734,735,Ciencias Naturales,12,"Fuerza y Movimiento
",11,Reconocimiento de la fuerza magnética ejercida sobre un conductor que porta corriente: el motor eléctrico de corriente continua.,Reconocimiento de la fuerza magnética ejercida sobre un conductor que porta corriente: el motor eléctrico de corriente continua.
735,736,Ciencias Naturales,12,"Fuerza y Movimiento
",12," Caracterización de los efectos del movimiento relativo entre una espira y un imán: el generador eléctrico y sus mecanismos de acción por métodos hidráulicos, térmicos, eólicos."," Caracterización de los efectos del movimiento relativo entre una espira y un imán: el generador eléctrico y sus mecanismos de acción por métodos hidráulicos, térmicos, eólicos."
736,737,Ciencias Naturales,12,"Fuerza y Movimiento
",13,Descripción elemental de las fuerzas nucleares y electromagnéticas que mantienen unidos los protones y neutrones en el núcleo atómico para explicar la estabilidad de la materia y otros fenómenos.,Descripción elemental de las fuerzas nucleares y electromagnéticas que mantienen unidos los protones y neutrones en el núcleo atómico para explicar la estabilidad de la materia y otros fenómenos.
737,738,Ciencias Naturales,12,"Tierra y Universo
",14,Reconocimiento de fenómenos que sustentan las teorías acerca del origen y evolución del universo y que proporcionan evidencia de su expansión acelerada.,Reconocimiento de fenómenos que sustentan las teorías acerca del origen y evolución del universo y que proporcionan evidencia de su expansión acelerada.
738,739,Ciencias Naturales,12,"Tierra y Universo
",15,Explicación cualitativa –desde el punto de vista de la física nuclear– de cómo a partir del hidrógeno presente en las estrellas se producen otros elementos y la energía que las hace brillar.,Explicación cualitativa –desde el punto de vista de la física nuclear– de cómo a partir del hidrógeno presente en las estrellas se producen otros elementos y la energía que las hace brillar.
739,740,Ciencias Naturales,11,La materia y sus transformaciones,5,Transformaciones de la energía calórica que acompañan los procesos químicos," Descripción teórica de las transformaciones de la energía calórica que acompañan los procesos químicos, aplicando las leyes y los factores energéticos asociados a la reactividad (entalpía, entropía y energía libre), por ejemplo, para seleccionar el uso de un combustible poco contaminante, estudios del efecto invernadero y calentamiento global."
740,741,Ciencias Naturales,11,La materia y sus transformaciones,6,Conceptos de espontaneidad o no de las reacciones químicas y equilibro de un sistema,"Determinación teórica de la espontaneidad o no de las reacciones químicas y del equilibrio de un sistema, para evaluar procesos en que se obtengan, por ejemplo, nuevos productos útiles para la medicina o la industria."
741,742,Ciencias Naturales,11,La materia y sus transformaciones,7,Efectos en velocidad y equilibrio de reacciones químicas.,"Explicación de los efectos producidos por diversos factores que influyen en la velocidad y el equilibrio de las reacciones químicas: grado de división, concentración, temperatura, presión."
742,743,Ciencias Naturales,11,La materia y sus transformaciones,8,Acción de catalizadores para explicar procesos ,"Descripción de la acción de catalizadores para explicar procesos relevantes como la catálisis enzimática, la hidrogenación de aceites en la preparación de margarina, la obtención de amoniaco, entre otros.
"
743,744,Ciencias Naturales,11,La materia y sus transformaciones,9,Identificación en cambios de reactantes y productos,"Determinación de la constante de equilibrio, identificando los cambios en la concentración o presión de reactantes y productos, e interpretación de sus diferentes valores para describir el sentido en que evoluciona el sistema."
744,745,Ciencias Naturales,11,La materia y sus transformaciones,10,Procesos químicos en los que intervienen gases,"Descripción de diversos procesos químicos en los que intervienen gases de comportamiento ideal, relacionando la variación de energía libre con la constante de equilibrio de reacciones reversibles."
745,746,Ciencias Naturales,12,La materia y sus transformaciones,6,"Descripción de las reacciones ácido-base, basándose
en las teorías de Arrhenius, Broensted-Lowry y
Lewis.","Descripción de las reacciones ácido-base, basándose
en las teorías de Arrhenius, Broensted-Lowry y
Lewis."
746,747,Ciencias Naturales,12,La materia y sus transformaciones,7,"Identificación de la fuerza de ácidos y bases aplicando cualitativa y cuantitativamente escalas de medición como el viraje de coloración, el pH, el pOH, el pKa, el pKb.","Identificación de la fuerza de ácidos y bases aplicando cualitativa y cuantitativamente escalas de medición como el viraje de coloración, el pH, el pOH, el pKa, el pKb."
747,748,Ciencias Naturales,12,La materia y sus transformaciones,8,"Descripción de fenómenos ácido-base: hidrólisis, neutralización, la función que cumplen las soluciones amortiguadoras en procesos fisiológicos de los seres humanos y estudio de la lluvia ácida.","Descripción de fenómenos ácido-base: hidrólisis, neutralización, la función que cumplen las soluciones amortiguadoras en procesos fisiológicos de los seres humanos y estudio de la lluvia ácida."
748,749,Ciencias Naturales,12,La materia y sus transformaciones,9,"Descripción de reacciones redox, incluyendo su respectivo ajuste por el método del ión-electrón, y fenómenos provocados por la variación en las concentraciones de reactantes y productos, en procesos biológicos y de aplicación industrial, por ejemplo, electrólisis y pilas.","Descripción de reacciones redox, incluyendo su respectivo ajuste por el método del ión-electrón, y fenómenos provocados por la variación en las concentraciones de reactantes y productos, en procesos biológicos y de aplicación industrial, por ejemplo, electrólisis y pilas."
749,750,Ciencias Naturales,12,La materia y sus transformaciones,10,"Descripción de los mecanismos de formación de polímeros naturales y artificiales importantes, por ejemplo, en la síntesis de proteínas, en la producción de vestimentas o plásticos. ","Descripción de los mecanismos de formación de polímeros naturales y artificiales importantes, por ejemplo, en la síntesis de proteínas, en la producción de vestimentas o plásticos. "
750,751,Ciencias Naturales,12,La materia y sus transformaciones,11,"Descripción de los procesos de decaimiento radiactivo, fisión y fusión nuclear y su utilización en la generación de energía y en aplicaciones tecnológicas en los ámbitos de la salud y la alimentación.","Descripción de los procesos de decaimiento radiactivo, fisión y fusión nuclear y su utilización en la generación de energía y en aplicaciones tecnológicas en los ámbitos de la salud y la alimentación."
751,752,Ciencias Naturales,12,La materia y sus transformaciones,12,"Identificación de las ventajas y desventajas del uso de energía nuclear en comparación con otras fuentes de energía renovables y no renovables, en el contexto de los requerimientos energéticos del país.","Identificación de las ventajas y desventajas del uso de energía nuclear en comparación con otras fuentes de energía renovables y no renovables, en el contexto de los requerimientos energéticos del país."
752,753,Matemáticas,11,Números,1," Identificación de situaciones que muestran la necesidad de ampliar los números reales a los números complejos, caracterización de estos últimos y de los problemas que permiten resolver."," Identificación de situaciones que muestran la necesidad de ampliar los números reales a los números complejos, caracterización de estos últimos y de los problemas que permiten resolver."
